TrainingRecordID,EmpID,TrainingDate,TrainingProgramName,TrainingPurpose,TrainingCategory,TrainingType,DeliveryMode,LocationCode,Trainer,TrainerGender,TrainingProvider,TrainingDurationDays,TrainingCostUSD,CompletionStatus,TrainingResult,AssessmentAttempts,FeedbackSubmitted,OverallSatisfactionScore,TrainerEvaluationScore,JobRelevanceScore,PersonalRelevanceScore,DigitalContentUsabilityScore
TRN-000142,3948,2001-10-29,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.25,Completed,Passed,2.0,Yes,4,,2,3,4
TRN-000143,1983,2001-10-31,Technical Skills,Job Required,Technical Skills,External,In-person,EXT-CHI-01,Alex Morgan,Male,NorthStar Learning,2,958.85,Completed,Passed,1.0,Yes,5,5,5,3,
TRN-000144,2238,2001-10-31,Technical Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,124.83,Completed,Passed,1.0,Yes,5,,4,4,5
TRN-000145,3869,2001-10-31,IT Infrastructure,Job Required,Technical Skills,Internal,In-person,US-MA-01,Internal Trainer 05,Male,Internal L&D,2,605.56,Completed,Passed,1.0,Yes,5,3,4,3,
TRN-000146,1393,2001-11-02,Employee Onboarding,Mandatory,Onboarding,Internal,In-person,US-MA-02,Internal Trainer 09,Female,Internal L&D,2,323.91,Completed,Not Applicable,,Yes,4,5,3,3,
TRN-000147,1433,2001-11-02,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.46,Completed,Failed,2.0,Yes,4,,3,3,3
TRN-000148,3235,2001-11-05,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.0,Completed,Failed,1.0,Yes,5,,,4,4
TRN-000149,2238,2001-11-08,Employee Onboarding,Mandatory,Onboarding,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,74.91,Completed,Not Applicable,,No,,,,,
TRN-000150,3834,2001-11-14,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.04,Completed,Passed,1.0,Yes,5,,4,3,4
TRN-000151,1393,2001-11-15,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.89,Completed,Passed,2.0,No,,,,,
TRN-000152,3604,2001-11-16,Technical Skills,Job Required,Technical Skills,Internal,In-person,US-MA-02,Internal Trainer 04,Male,Internal L&D,2,578.05,Completed,Passed,2.0,No,,,,,
TRN-000153,1983,2001-11-18,Employee Onboarding,Mandatory,Onboarding,Internal,Hybrid,US-MA-03,Internal Trainer 10,Male,Internal L&D,2,210.54,Completed,Not Applicable,,Yes,5,4,3,3,4
TRN-000154,3604,2001-11-18,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.56,Completed,Passed,2.0,Yes,3,,2,2,4
TRN-000155,3647,2001-11-18,Employee Onboarding,Mandatory,Onboarding,Internal,Hybrid,US-MA-03,Internal Trainer 15,Female,Internal L&D,2,243.28,Completed,Not Applicable,,Yes,5,4,4,,3
TRN-000156,1780,2001-11-21,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,39.0,Completed,Passed,1.0,Yes,4,,5,4,3
TRN-000157,1393,2001-11-26,Quality Management,Job Required,Operational Excellence,Internal,Live Online,Online,Internal Trainer 10,Male,Internal L&D,2,217.32,Completed,Not Applicable,,Yes,4,5,5,3,
TRN-000158,2238,2001-11-26,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.65,Completed,Passed,1.0,Yes,4,,3,3,4
TRN-000159,3056,2001-11-27,Quality Management,Job Required,Operational Excellence,Internal,In-person,US-MA-01,Internal Trainer 04,Male,Internal L&D,2,522.26,Completed,Not Applicable,,Yes,4,4,4,4,
TRN-000160,3647,2001-11-27,Quality Management,Job Required,Operational Excellence,Internal,In-person,US-MA-03,Internal Trainer 01,Male,Internal L&D,2,501.44,Completed,Not Applicable,,Yes,5,4,4,5,
TRN-000161,3647,2001-11-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.83,Incomplete,Not Taken,0.0,No,,,,,
TRN-000162,1780,2001-11-30,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.02,Completed,Passed,2.0,No,,,,,
TRN-000163,3834,2001-11-30,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.45,Completed,Passed,2.0,Yes,5,,5,3,4
TRN-000164,1983,2001-12-03,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.36,Completed,Passed,1.0,Yes,5,,4,3,4
TRN-000165,2944,2001-12-04,Technical Skills,Job Required,Technical Skills,Internal,In-person,US-MA-03,Internal Trainer 16,Male,Internal L&D,2,577.45,Incomplete,Not Taken,0.0,No,,,,,
TRN-000166,1306,2001-12-05,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.9,Completed,Passed,3.0,Yes,3,,5,3,4
TRN-000167,1393,2001-12-05,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.72,Completed,Passed,1.0,Yes,4,,3,2,4
TRN-000168,3056,2001-12-06,Employee Onboarding,Mandatory,Onboarding,Internal,In-person,US-MA-01,Internal Trainer 13,Male,Internal L&D,2,275.93,Completed,Not Applicable,,Yes,5,4,4,3,
TRN-000169,3647,2001-12-07,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.63,Completed,Passed,1.0,Yes,5,,4,4,4
TRN-000170,2517,2001-12-10,Employee Onboarding,Mandatory,Onboarding,Internal,Live Online,Online,Internal Trainer 13,Male,Internal L&D,2,165.88,Completed,Not Applicable,,Yes,5,4,3,3,
TRN-000171,3056,2001-12-10,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.49,Completed,Passed,1.0,Yes,5,,3,4,4
TRN-000172,2517,2001-12-11,IT Infrastructure,Job Required,Technical Skills,Internal,Live Online,Online,Internal Trainer 15,Female,Internal L&D,2,289.67,Completed,Passed,1.0,Yes,4,5,5,3,
TRN-000173,1211,2001-12-13,Technical Skills,Job Required,Technical Skills,Internal,In-person,US-MA-03,Internal Trainer 02,Male,Internal L&D,2,508.87,Completed,Passed,1.0,Yes,4,3,,4,
TRN-000174,1393,2001-12-13,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.83,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-000175,2944,2001-12-19,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.06,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-000176,1983,2001-12-20,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.07,Completed,Passed,1.0,Yes,4,,5,3,4
TRN-000177,1306,2001-12-21,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.09,Incomplete,Not Taken,0.0,No,,,,,
TRN-000178,1983,2001-12-21,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.63,Completed,Passed,1.0,Yes,3,,3,3,4
TRN-000179,1306,2001-12-22,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.54,Completed,Passed,2.0,Yes,3,,4,3,3
TRN-000180,2238,2001-12-22,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.11,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-000181,3056,2001-12-24,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.32,Completed,Passed,1.0,Yes,5,,4,3,4
TRN-000182,1393,2001-12-25,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.1,Completed,Passed,2.0,Yes,4,,3,4,5
TRN-000183,3834,2001-12-26,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.54,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-000184,1211,2001-12-28,Employee Onboarding,Mandatory,Onboarding,Internal,Live Online,Online,Internal Trainer 04,Male,Internal L&D,2,166.07,Completed,Not Applicable,,Yes,3,4,3,3,
TRN-000185,3647,2002-01-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.1,Incomplete,Not Taken,0.0,No,,,,,
TRN-000186,3647,2002-01-04,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.76,Incomplete,Failed,2.0,Yes,4,,2,3,5
TRN-000187,1780,2002-01-07,Communication Skills,Job Required,Professional Skills,Internal,In-person,US-MA-03,Internal Trainer 08,Male,Internal L&D,1,195.71,Completed,Not Applicable,,Yes,4,4,4,4,
TRN-000188,2944,2002-01-07,Employee Onboarding,Mandatory,Onboarding,Internal,Live Online,Online,Internal Trainer 14,Male,Internal L&D,2,171.67,Completed,Not Applicable,,Yes,5,5,3,3,
TRN-000189,3056,2002-01-07,Technical Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,3,189.32,Incomplete,Failed,1.0,Yes,5,,3,4,3
TRN-000190,1386,2002-01-16,Customer Service,Job Required,Customer Skills,Internal,In-person,US-MA-01,Internal Trainer 04,Male,Internal L&D,1,193.54,Completed,Not Applicable,,Yes,4,4,,4,
TRN-000191,2238,2002-01-16,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.6,Completed,Passed,1.0,Yes,3,,4,3,4
TRN-000192,3056,2002-01-17,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.15,Completed,Passed,1.0,Yes,4,,5,4,4
TRN-000193,3869,2002-01-17,Project Management,Job Required,Professional Skills,External,Live Online,Online,Maria Young,Female,ProjectPro Academy,2,390.32,Completed,Passed,1.0,Yes,5,5,4,4,
TRN-000194,2517,2002-01-18,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.89,Completed,Passed,1.0,Yes,3,,3,3,4
TRN-000195,2517,2002-01-22,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.13,Completed,Passed,1.0,No,,,,,
TRN-000196,2944,2002-01-25,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.94,Completed,Passed,1.0,Yes,4,,2,4,4
TRN-000197,1306,2002-01-27,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.59,Completed,Passed,2.0,Yes,2,,3,2,3
TRN-000198,3082,2002-01-29,Employee Onboarding,Mandatory,Onboarding,Internal,Hybrid,US-MA-03,Internal Trainer 17,Male,Internal L&D,2,221.49,Completed,Not Applicable,,Yes,3,3,5,3,
TRN-000199,1211,2002-01-30,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.13,Completed,Passed,1.0,Yes,5,,3,3,5
TRN-000200,2238,2002-01-31,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,36.99,Completed,Passed,1.0,Yes,5,,4,4,5
TRN-000201,2944,2002-02-01,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,38.98,Cancelled,Not Taken,,No,,,,,
TRN-000202,3083,2002-02-06,Technical Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,3,184.48,Completed,Passed,1.0,Yes,5,,5,4,4
TRN-000203,3056,2002-02-07,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.57,Incomplete,Failed,1.0,No,,,,,
TRN-000204,2304,2002-02-08,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.58,Completed,Passed,1.0,Yes,5,,3,4,3
TRN-000205,1211,2002-02-09,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,25.21,Cancelled,Not Taken,,No,,,,,
TRN-000206,2517,2002-02-12,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.7,Completed,Passed,1.0,Yes,3,,4,4,3
TRN-000207,1697,2002-02-15,IT Infrastructure,Job Required,Technical Skills,Internal,In-person,US-MA-02,Internal Trainer 04,Male,Internal L&D,3,933.58,Completed,Passed,1.0,Yes,5,5,4,5,
TRN-000208,2741,2002-02-16,Employee Onboarding,Mandatory,Onboarding,External,Live Online,Online,Anna Lewis,Female,Leadership Partners,2,253.69,Completed,Not Applicable,,Yes,5,5,3,3,
TRN-000209,3082,2002-02-17,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.16,Completed,Passed,2.0,Yes,4,,3,4,3
TRN-000210,2517,2002-02-18,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.45,Incomplete,Failed,1.0,Yes,5,,4,3,4
TRN-000211,1552,2002-02-19,Quality Management,Job Required,Operational Excellence,Internal,In-person,US-MA-02,Internal Trainer 09,Female,Internal L&D,3,638.84,Completed,Not Applicable,,No,,,,,
TRN-000212,2944,2002-02-19,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.59,Incomplete,Failed,2.0,Yes,3,,2,3,3
TRN-000213,2517,2002-02-22,Technical Skills,Job Required,Technical Skills,External,In-person,EXT-NYC-01,Peter Allen,Male,TechCore Education,2,949.55,Completed,Passed,2.0,No,,,,,
TRN-000214,2741,2002-02-22,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.96,Completed,Passed,1.0,Yes,4,,3,3,3
TRN-000215,2741,2002-02-28,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.63,Completed,Passed,1.0,Yes,4,,3,,5
TRN-000216,3724,2002-02-28,Employee Onboarding,Mandatory,Onboarding,Internal,In-person,US-MA-02,Internal Trainer 13,Male,Internal L&D,2,280.63,Completed,Not Applicable,,No,,,,,
TRN-000217,1211,2002-03-02,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.25,Completed,Failed,2.0,Yes,4,,3,3,3
TRN-000218,1582,2002-03-03,Technical Skills,Job Required,Technical Skills,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,139.15,Completed,Passed,2.0,Yes,5,,5,5,4
TRN-000219,2304,2002-03-04,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,27.36,Completed,Passed,1.0,Yes,5,,4,3,5
TRN-000220,3082,2002-03-08,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,28.46,Completed,Passed,1.0,Yes,4,,3,2,4
TRN-000221,3151,2002-03-08,Quality Management,Job Required,Operational Excellence,Internal,In-person,US-MA-03,Internal Trainer 03,Female,Internal L&D,2,513.35,Completed,Not Applicable,,Yes,3,4,4,3,
TRN-000222,1211,2002-03-09,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.3,Completed,Passed,2.0,Yes,4,,4,2,4
TRN-000223,2949,2002-03-15,Quality Management,Job Required,Operational Excellence,External,Hybrid,EXT-NYC-01,Helen Ward,Female,SafeWorks Institute,2,566.72,Completed,Not Applicable,,Yes,5,5,4,4,
TRN-000224,3082,2002-03-15,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.43,Completed,Passed,2.0,Yes,4,,3,4,4
TRN-000225,3834,2002-03-15,Project Management,Job Required,Professional Skills,External,Live Online,Online,Sofia Grant,Female,SkillForge Institute,2,443.4,Cancelled,Not Taken,,No,,,,,
TRN-000226,2944,2002-03-16,Technical Skills,Job Required,Technical Skills,Internal,Live Online,Online,Internal Trainer 06,Female,Internal L&D,2,266.56,Completed,Passed,2.0,Yes,5,3,5,4,
TRN-000227,3975,2002-03-16,Employee Onboarding,Mandatory,Onboarding,External,Hybrid,EXT-DAL-01,Alex Morgan,Male,NorthStar Learning,2,349.89,Completed,Not Applicable,,Yes,5,4,5,4,5
TRN-000228,1656,2002-03-19,Employee Onboarding,Mandatory,Onboarding,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,72.08,Completed,Not Applicable,,No,,,,,
TRN-000229,3235,2002-03-22,Equipment Operation,Job Required,Technical Skills,Internal,In-person,US-MA-03,Internal Trainer 05,Male,Internal L&D,2,502.31,Completed,Passed,2.0,Yes,5,3,5,4,
TRN-000230,2741,2002-03-24,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.52,Incomplete,Failed,1.0,Yes,5,,5,3,4
TRN-000231,3082,2002-03-25,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,35.52,Completed,Passed,1.0,Yes,3,,3,3,3
TRN-000232,3082,2002-03-28,Technical Skills,Job Required,Technical Skills,Internal,In-person,US-MA-03,Internal Trainer 11,Male,Internal L&D,2,501.46,Completed,Passed,3.0,Yes,4,4,3,3,
TRN-000233,1656,2002-03-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.05,Completed,Passed,1.0,Yes,5,,3,4,5
TRN-000234,3151,2002-03-29,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.88,Completed,Passed,1.0,Yes,5,,4,3,5
TRN-000235,1306,2002-04-02,Technical Skills,Job Required,Technical Skills,Internal,In-person,US-MA-02,Internal Trainer 15,Female,Internal L&D,2,542.19,Incomplete,Failed,2.0,Yes,5,5,4,3,
TRN-000236,2741,2002-04-02,Data Protection,Mandatory,Data Protection,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,37.67,Completed,Passed,1.0,Yes,5,,3,4,4
TRN-000237,3373,2002-04-02,Communication Skills,Job Required,Professional Skills,Internal,In-person,US-MA-03,Internal Trainer 12,Female,Internal L&D,1,188.8,Completed,Not Applicable,,Yes,4,4,4,4,
TRN-000238,3724,2002-04-02,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,32.97,Incomplete,Not Taken,0.0,Yes,3,,3,3,4
TRN-000239,1552,2002-04-09,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,30.72,Incomplete,Failed,1.0,No,,,,,
TRN-000240,3151,2002-04-09,Employee Onboarding,Mandatory,Onboarding,Internal,Live Online,Online,Internal Trainer 10,Male,Internal L&D,2,174.45,Completed,Not Applicable,,Yes,3,5,4,3,
TRN-000241,2804,2002-04-10,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,29.5,Completed,Passed,1.0,Yes,5,,2,,4
TRN-000242,3151,2002-04-12,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.32,Completed,Passed,2.0,Yes,4,,3,2,5
TRN-000243,1720,2002-04-13,Employee Onboarding,Mandatory,Onboarding,Internal,Self-paced Online,Online,,,Corporate Learning Platform,2,75.58,Completed,Not Applicable,,Yes,4,,3,4,5
TRN-000244,1656,2002-04-15,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,26.05,Completed,Passed,1.0,No,,,,,
TRN-000245,1656,2002-04-16,Information Security,Mandatory,Information Security,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,34.08,Completed,Passed,1.0,Yes,3,,,3,4
TRN-000246,3290,2002-04-17,Workplace Health & Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,33.11,Incomplete,Failed,1.0,Yes,3,,4,2,4
TRN-000247,3290,2002-04-19,Fire Safety,Mandatory,Health & Safety,Internal,Self-paced Online,Online,,,Corporate Learning Platform,1,31.68,Completed,Passed,1.0,Yes,4,,4,4,4
TRN-000248,3604,2002-04-24,Equipment Operation,Job Required,Technical Skills,Internal,In-person,US-MA-02,Internal Trainer 10,Male,Internal L&D,2,501.04,Completed,Passed,1.0,Yes,5,4,4,3,
